date	authors	isbn	title
April 2006	['Sikha Saha Bagui', 'Richard Walsh Earp']	9780596102159	Learning SQL on SQL Server 2005
April 2006	['Jonathan Gennick']	9780596526887	SQL Pocket Guide, 2nd Edition
April 2006	['Sivakumar  Harinath', 'Stephen  R.  Quinn']	9780764579189	Professional SQL Server Analysis Services 2005 with MDX
April 2006	['Scott Klein']	9780764597923	Professional SQL Server 2005 XML
March 2006	['Guy Harrison', 'Steven Feuerstein']	9780596100896	MySQL Stored Procedure Programming
March 2006	['Stephane Faroult', 'Peter Robson']	9780596008949	The Art of SQL
March 2006	['Mike Gunderloy', 'Joseph L. Jorden', 'David W. Tschanz']	9780782143805	Mastering Microsoft SQL Server 2005
February 2006	['Bill Hamilton']	9780596004798	Programming SQL Server 2005
February 2006	['Ramon C. Littell Ph.D.', 'Walter W. Stroup Ph.D.', 'George A. Milliken Ph.D.', 'Russell D. Wolfinger Ph.D.', 'Oliver Schabenberger Ph.D.']	9781590475003	SAS for Mixed Models, Second Edition, 2nd Edition
February 2006	['Mike Gunderloy', 'Joseph L. Jorden']	9780782126273	Mastering SQL Server 2000
February 2006	['Mike Gunderloy', 'Tim Sneath']	9780782129571	SQL Server's Developer's Guide to OLAP with Analysis Services
February 2006	['Bob Bryla']	9780782141894	Oracle9i DBA JumpStart
February 2006	['Bob Bryla']	9780782143720	Oracle Database Foundations
February 2006	['Bob Bryla', 'Biju Thomas']	9780782143553	OCP: Oracle 10g New Features for Administrators Study Guide
February 2006	['Rajesh  George', 'Lance  Delano']	9780764589232	Wrox's SQL Server 2005 Express Edition Starter Kit
February 2006	['Robert Vieira']	9780764584336	Beginning SQL Server 2005 Programming
January 2006	['Paul Turley']	9780764579554	Beginning Transact-SQL with SQL Server 2000 and 2005
December 2005	['Anthony Molinaro']	9780596009762	SQL Cookbook
December 2005	['Mark Robinson']	9780764589133	Microsoft SQL Server 2005 Reporting Services For Dummies
October 2005	['Arup Nanda', 'Steven Feuerstein']	9780596005870	Oracle PL/SQL for DBAs
October 2005	['ZhaoHui Tang', 'Jamie MacLennan']	9780471462613	Data Mining with SQL Server 2005
October 2005	['W. H. Inmon']	9780764599446	Building the Data Warehouse, 4th Edition
September 2005	['Geoff Coffey', 'Susan Prosser']	9780596005795	FileMaker Pro 8: The Missing Manual
September 2005	['Ralf Hartmut G\xc3\xbcting', 'Markus Schneider']	9780120887996	Moving Objects Databases
August 2005	['Steven Feuerstein', 'Bill Pribyl']	9780596009779	Oracle PL/SQL Programming, 4th Edition
August 2005	['Alan Beaulieu']	9780596007270	Learning SQL
August 2005	['David C. Kreines']	9780596100490	Oracle DBA Pocket Guide
July 2005	['Ian H. Witten', 'Eibe Frank']	9780120884070	Data Mining, 2nd Edition
May 2005	['Jeff Smith', 'Patrick McGrath', 'Bert Scalzo']	9780596009717	Toad Pocket Reference for Oracle, 2nd Edition
May 2005	['Joe Celko']	9780120887972	Joe Celko's SQL Programming Style
May 2005	['C.J. Date']	9780596100124	Database in Depth
May 2005	['Russell J.T. Dyer']	9780596007898	MySQL in a Nutshell
April 2005	['Arie Jones', 'Ryan K. Stephens', 'Ronald R. Plew', 'Robert F. Garrett', 'Alex Kriegel']	9780764569012	SQL Functions Programmer's Reference
March 2005	['Robert Sheldon', 'Geoff Moes']	9780764579509	Beginning MySQL
March 2005	['Paul D. Allison']	9781590475683	Fixed Effects Regression Methods for Longitudinal Data Using SAS
February 2005	['Alex Dmitrienko', 'Geert Molenberghs Ph.D', 'Christy Chuang-Stein Ph.D.', 'Walter W. Offen Ph.D.']	9781590475041	Analysis of Clinical Trials Using SAS
December 2004	['Graeme Simsion', 'Graham Witt']	9780126445510	Data Modeling Essentials, 3rd Edition
November 2004	['Robert Laberge', 'Srdjan Vujosevic']	9780471216452	Building PDA Databases for Wireless and Mobile Development
November 2004	['Jonathan Gennick']	9780596007461	Oracle SQL*Plus: The Definitive Guide, 2nd Edition
November 2004	['Ralph Kimball', 'Joe Caserta']	9780764567575	The Data Warehouse ETL Toolkit
November 2004	['Sanjay Mishra']	9780596008994	Oracle Utilities Pocket Reference
November 2004	['Jonathan Gennick']	9780596008857	Oracle SQL*Plus Pocket Reference, 3rd Edition
November 2004	['Howard J. Rogers']	9780596009557	New Features in Oracle 9i
October 2004	['VLDB']	9780120884698	Proceedings 2004 VLDB Conference
September 2004	['Kevin Kline']	9780596004811	SQL in a Nutshell
August 2004	['David C. Kreines']	9780596007706	Oracle Initialization Parameters Pocket Reference
August 2004	['Mark Chaffin', 'Brian Knight', 'Todd Robinson']	9780764543685	Professional SQL Server 2000 DTS (Data Transformation Services)
August 2004	['Rick Greenwald', 'Robert Stackowiak', 'Donald Bales']	9780596006211	Oracle Application Server 10g Essentials
June 2004	['Sanjay Mishra', 'Alan Beaulieu']	9780596006327	Mastering Oracle SQL, 2nd Edition
May 2004	['Allen G. Taylor']	9780764571374	Crystal Reports 10 For Dummies
May 2004	['Paul Turley', 'Todd Bryant', 'James Counihan', 'George McKee', 'Dave DuVarney']	9780764568787	Professional SQL Server Reporting Services
April 2004	['Michael J. Berry', 'Gordon S. Linoff']	9780471470649	Data Mining Techniques, 2nd Edition
April 2004	['Jeremy D. Zawodny', 'Derek J. Balling']	9780596003067	High Performance MySQL
April 2004	['Steven Feuerstein', 'Bill Pribyl', 'Chip Dawes']	9780596006808	Oracle PL/SQL Language Pocket Reference, 3rd Edition
March 2004	['David Marco', 'Michael Jennings']	9780471081777	Universal Meta Data Models
February 2004	['Rick Greenwald', 'Robert Stackowiak', 'Jonathan Stern']	9780596005856	Oracle Essentials, 3rd Edition
December 2003	['VLDB']	9780127224428	Proceedings 2003 VLDB Conference
November 2003	['Scott Ambler']	9780471202837	Agile Database Techniques
November 2003	['Dan Tow']	9780596005733	SQL Tuning
September 2003	['Cary Millsap', 'Jeff Holt']	9780596005276	Optimizing Oracle Performance
September 2003	['Terry Halpin', 'Ken Evans', 'Pat Hallock', 'Bill Maclean']	9781558609198	Database Modeling with Microsoft® Visio for Enterprise Architects
September 2003	['Jonathan Gennick', 'Peter Linsley']	9780596006013	Oracle Regular Expressions Pocket Reference
August 2003	['Claudia Imhoff', 'Nicholas Galemmo', 'Jonathan G. Geiger']	9780471324218	Mastering Data Warehouse Design
June 2003	['Mike Young', 'Curtis W. Young']	9780471219705	Mastering SQL Server 2000 Security
June 2003	['Dan Woods']	9780596005528	Packaged Composite Applications
May 2003	['Jan L. Harrington']	9780123756978	SQL Clearly Explained, 3rd Edition
April 2003	['David C. Kreines']	9780596005177	Oracle Data Dictionary Pocket Reference
February 2003	['Michael L. Gonzales']	9780471133056	IBM Data Warehousing
February 2003	['George Reese']	9780596004460	MySQL Pocket Reference
February 2003	['John Poole', 'Dan Chang', 'Douglas Tolbert', 'David Mellor']	9780471202431	Common Warehouse Metamodel Developer's Guide
February 2003	['Alexander (Sasha) Pachev']	9780471269229	MySQL Enterprise Solutions
January 2003	['Jack E. Olson']	9781558608917	Data Quality
December 2002	['Rick Greenwald', 'David C. Kreines']	9780596003364	Oracle in a Nutshell
December 2002	['VLDB']	9781558608696	Proceedings 2002 VLDB Conference
December 2002	['C. J. Date', 'Hugh Darwen', 'Nikos Lorentzos']	9781558608559	Temporal Data & the Relational Model
November 2002	['Michael R. Ault']	9780471218869	Oracle Administration and Management
October 2002	['Soumen Chakrabarti']	9781558607545	Mining the Web
October 2002	['Geoff Ingram']	9780471224365	High-Performance Oracle®
October 2002	['W. H. Inmon']	9780471081302	Building the Data Warehouse, 3rd Edition
October 2002	['Tom Soukup', 'Ian Davidson']	9780471149996	Visual Data Mining
October 2002	['Kevin McDonald', 'Andreas Wilmsmeier', 'David C. Dixon', 'W. H. Inmon']	9780471219712	Mastering the SAP Business Information Warehouse
September 2002	['Jim Melton']	9781558606777	Advanced SQL:1999
September 2002	['Ralph Kimball', 'Margy Ross']	9780471200246	The Data Warehouse Toolkit, 2nd Edition
August 2002	['Andy Duncan', 'Jared Still']	9780596002107	Perl for Oracle DBAs
June 2002	['Dennis Shasha', 'Philippe Bonnet']	9781558607538	Database Tuning
June 2002	['Michael Widenius', 'David Axmark', 'Kaj Arno']	9780596002657	MySQL Reference Manual
April 2002	['Tim King', 'George Reese', 'Randy Yarger', 'Hugh E. Williams']	9780596002114	Managing & Using MySQL, 2nd Edition
April 2002	['Jan L. Harrington']	9781558608207	Relational Database Design Clearly Explained, 2nd Edition
April 2002	['Steve Winder', 'Mike Tooley']	9780750652971	Newnes Data Communications Pocket Book, 4th Edition
March 2002	['Ramon C. Littell Ph.D.', 'Walter W. Stroup Ph.D.', 'Rudolf J. Freund']	9781590470237	SAS for Linear Models, 4th Edition
March 2002	['Ales Spetic', 'Jonathan Gennick']	9781565927568	Transact-SQL Cookbook
January 2002	['Joshua D. Drake', 'John C. Worsley']	9781565928466	Practical PostgreSQL
January 2002	['Mark Gurry']	9780596002688	Oracle SQL Tuning Pocket Reference
November 2001	['Donald Bales']	9780596000882	Java Programming with Oracle JDBC
November 2001	['Bill Pribyl', 'Steven Feuerstein']	9780596001803	Learning Oracle PL/SQL
November 2001	['Darl Kuhn', 'Scott Schulze']	9780596002336	Oracle RMAN Pocket Reference
October 2001	['EdD Ron Cody']	9781580259248	Longitudinal Data and SAS
July 2001	['Liam E. Gumley']	9781558607002	Practical IDL Programming
May 2001	['David Howe']	9780750650861	Data Analysis for Database Design
May 2001	['Gerhard Weikum', 'Gottfried Vossen']	9781558605084	Transactional Information Systems
May 2001	['Jim Melton', 'Alan Simon']	9781558604568	SQL: 1999
May 2001	['Philippe Rigaux', 'Michel Scholl', 'Agn\xc3\xa8s Voisard']	9781558605886	Spatial Databases
May 2001	['Alan Simon', 'Steven L. Shaffer']	9781558607132	Data Warehousing And Business Intelligence For e-Commerce
April 2001	['Jonathan Gennick', 'Sanjay Mishra']	9781565929487	Oracle SQL*Loader: The Definitive Guide
April 2001	['Terry Halpin']	9781558606722	Information Modeling and Relational Databases
April 2001	['Steven Feuerstein']	9780596001216	Oracle PL/SQL Best Practices
April 2001	['Quest Software']	9780596001223	Oracle DBA Checklists Pocket Reference
April 2001	['Andy Duncan', 'Sean Hull']	9780596000189	Oracle and Open Source
February 2001	['Donald K. Burleson']	9780596000660	Unix for Oracle DBAs Pocket Reference
January 2001	['Syngress']	9781928994190	Designing SQL Server 2000 Databases
December 2000	['Hugo Toledo', 'Jonathan Gennick']	9781565927537	Oracle Net8 Configuration and Troubleshooting
October 2000	['Klaus R Dittrich', 'Andreas Geppert']	9781558606425	Component Database Systems
September 2000	['Paul Westerman']	9781558606845	Data Warehousing
May 2000	['Steven Feuerstein', 'Andrew Odewahn']	9781565926745	Oracle PL/SQL Programming: A Developer's Workbook
April 2000	['Syngress']	9781928994046	DBAs Guide to Databases Under Linux
October 1999	['Steve Adams']	9781565925984	Oracle 8i Internal Services
April 1999	['David C. Kreines', 'Brian Laskey']	9781565925168	Oracle Database Administration: The Essential Refe
May 1998	['Steven Feuerstein', 'Charles Dye', 'John Beresniewicz']	9781565923751	Oracle Built-in Packages
March 1997	['Dave Ensor', 'Ian Stevenson']	9781565922686	Oracle Design: The Definitive Guide
November 1996	['Mark Gurry', 'Peter Corrigan']	9781565922372	Oracle Performance Tuning, 2nd Edition
September 1992	['Jim Gray', 'Andreas Reuter']	9781558601901	Transaction Processing
December 2015 (est.)	['Samantha Kleinberg']	0636920033035	Why
January 2016 (est.)	['Ashley Ohmann', 'Matt Floyd']	9781849694766	Creating Data Stories with Tableau Public
February 2016 (est.)	['Alex Mandel', 'Anita Graser', 'Victor Olaya']	9781783984961	QGIS 2 Cookbook
